presto,ft,w,act_run,sch_run,ideal_prod,good_out,availability,performance,quality,oee,obj,time,message,count,PrestoOk,PrestoNGst4,PrestoNGst7,PrestoTotal,Part I.D,Minimum weld width (mm),Weld Intensity Avg,Membrane Intensity,Average Body intensity,,Weld width LL,Weld width UL,Weld Intensity Avg LL,Weld Intensity Avg UL,Membrane Intensity LL,Membrane Intensity UL,Average Body intensity LL,Average Body intensity UL,,VS Defects,VS Defects count
425,511,258,1,8,500,382.5,13,85,90,10,100,8/27/2023,,,318.75,63.75,42.5,425,DA0008-0137-3/8,2.205,168.389,252.85,155.753,,1,2.479,30,192.5,250,254.99,145,180,,,
125,300,125,3,8,500,112.5,38,25,90,8,100,8/28/2023,,,93.75,18.75,12.5,125,DA0008-0138-3/8,2.233,0,253.148,155.089,,1,2.479,30,192.5,250,254.99,145,180,,,
425,589,425,1,8,500,382.5,13,85,90,10,100,8/29/2023,,,318.75,63.75,42.5,425,DA0008-0139-3/8,2.252,175.341,252.987,158.088,,1,2.479,30,192.5,250,254.99,145,180,,,
511,258,125,3,8,500,459.9,38,102,90,34,100,8/30/2023,,,383.25,76.65,51.1,511,DA0008-0140-3/8,2.243,176.432,253.027,155.963,,1,2.479,30,192.5,250,254.99,145,180,,,
152,125,425,1,8,500,136.8,13,30,90,3,100,8/31/2023,,,114,22.8,15.2,152,DA0008-0141-3/8,2.246,168.892,252.045,152.608,,1,2.479,30,192.5,250,254.99,145,180,,,
128,425,511,3,8,500,115.2,38,26,90,9,100,9/1/2023,,,96,19.2,12.8,128,DA0008-0142-3/8,2.267,177.032,252.489,155.185,,1,2.479,30,192.5,250,254.99,145,180,,,
152,125,152,2,8,500,136.8,25,30,90,7,100,9/2/2023,,,114,22.8,15.2,152,DA0008-0143-3/8,2.327,162.414,253.779,153.438,,1,2.479,30,192.5,250,254.99,145,180,,,
264,425,128,3,8,500,237.6,38,53,90,18,100,9/3/2023,,,198,39.6,26.4,264,DA0008-0144-3/8,2.334,163.248,253.226,153.868,,1,2.479,30,192.5,250,254.99,145,180,,,
214,511,152,6,8,500,192.6,75,43,90,29,100,9/4/2023,,,160.5,32.1,21.4,214,DA0008-0145-3/8,2.314,163.807,253.43,153.771,,1,2.479,30,192.5,250,254.99,145,180,,,
236,152,264,5,8,500,212.4,63,47,90,27,100,9/5/2023,,,177,35.4,23.6,236,DA0008-0146-3/8,2.272,173.592,252.581,154.718,,1,2.479,30,192.5,250,254.99,145,180,,,
125,128,333,4,8,500,112.5,50,25,90,11,100,9/6/2023,,,93.75,18.75,12.5,125,DA0008-0147-3/8,2.276,167.878,252.929,153.039,,1,2.479,30,192.5,250,254.99,145,180,,,
425,152,322,3,8,500,382.5,38,85,90,29,100,9/7/2023,,,318.75,63.75,42.5,425,DA0008-0148-3/8,2.301,176.654,253.386,157.33,,1,2.479,30,192.5,250,254.99,145,180,,,
511,264,311,4,8,500,459.9,50,102,90,46,100,9/8/2023,,,383.25,76.65,51.1,511,DA0008-0149-3/8,2.304,175.606,252.321,155.353,,1,2.479,30,192.5,250,254.99,145,180,,,
300,333,300,3,8,500,270,38,60,90,20,100,9/9/2023,,,225,45,30,300,DA0008-0150-3/8,2.334,164.375,252.733,153.696,,1,2.479,30,192.5,250,254.99,145,180,,,
221,322,289,4,8,500,198.9,50,44,90,20,100,9/10/2023,,,165.75,33.15,22.1,221,DA0008-0151-3/8,2.335,165.552,253.598,156.013,,1,2.479,30,192.5,250,254.99,145,180,,,
475,311,278,8,8,500,427.5,100,95,90,86,100,9/11/2023,,,356.25,71.25,47.5,475,DA0008-0152-3/8,2.33,175.772,252.856,158.22,,1,2.479,30,192.5,250,254.99,145,180,,,
453,300,300,7,8,500,407.7,88,91,90,71,100,9/12/2023,,,339.75,67.95,45.3,453,DA0008-0153-3/8,2.316,165.71,252.62,154.994,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0154-3/8,2.36,166.486,251.975,153.485,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0155-3/8,2.302,177.969,252.962,156.621,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0156-3/8,2.332,170.265,253.039,154.621,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0157-3/8,2.37,164.661,251.996,153.429,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0158-3/8,2.345,168.816,252.217,153.636,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0159-3/8,2.397,163.354,252.996,152.68,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0164-3/8,2.481,167.479,252.774,155.454,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0165-3/8,2.533,158.792,252.516,151.964,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0166-3/8,2.575,155.86,252.141,152.004,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0171-3/8,2.349,163.479,252.612,153.23,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0173-3/8,2.51,162.254,252.048,151.652,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0174-3/8,2.499,163.12,252.93,152.516,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0175-3/8,2.508,175.394,252.119,157.965,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0177-3/8,2.454,169.417,251.517,152.81,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0178-3/8,2.469,176.978,252.466,155.853,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0179-3/8,2.421,177.612,251.428,155.704,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0180-3/8,2.524,166.171,252.152,151.328,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0181-3/8,2.542,166.73,251.851,154.402,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0182-3/8,2.574,161.24,251.819,151.488,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0183-3/8,2.59,0,251.952,150.816,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0184-3/8,2.576,173.615,252.222,155.433,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0185-3/8,2.623,164.194,252.566,155.345,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0186-3/8,2.577,174.676,252.57,158.116,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0187-3/8,2.653,156.169,252.446,152.968,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0188-3/8,2.607,171.126,252.728,155.472,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0189-3/8,2.653,171.459,252.144,155.568,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0190-3/8,2.664,171.776,252.573,156.25,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0191-3/8,2.658,159.857,252.642,152.352,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0192-3/8,2.67,160.654,252.347,150.604,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0194-3/8,2.595,170.992,251.959,155.683,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0195-3/8,2.66,171.929,251.784,156.974,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0196-3/8,2.663,172.164,252.316,158.89,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0199-3/8,2.719,158.519,252.731,149.886,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0200-3/8,2.78,160.583,252.114,153.415,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0201-3/8,2.732,170.981,252.055,158.497,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0204-3/8,2.877,151.403,252.123,151.032,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0205-3/8,2.753,170.912,252.386,159.119,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0206-3/8,2.72,168.907,253.252,156.628,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0207-3/8,2.877,151.622,253.495,153.321,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0208-3/8,2.819,165.931,253.071,156.178,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0209-3/8,2.943,151.492,253.811,150.967,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0210-3/8,2.889,152.644,253.546,150.742,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0211-3/8,2.883,166.914,253.151,157.578,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0212-3/8,2.896,152.566,253.771,151.035,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0213-3/8,2.899,168.472,253.802,159.142,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0214-3/8,2.773,158.25,253.673,152.124,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0215-3/8,2.784,171.109,253.88,159.761,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0216-3/8,2.846,158.661,253.896,153.34,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0217-3/8,2.897,154.914,253.234,153.963,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0218-3/8,2.917,152.484,253.78,153.014,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0219-3/8,2.937,151.512,253.492,151.186,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0220-3/8,2.954,147.9,253.834,151.603,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0221-3/8,2.994,147.206,253.678,152.133,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0222-3/8,2.934,150.804,253.643,151.799,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0223-3/8,2.992,148.978,253.445,151.744,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0224-3/8,2.967,150.243,253.261,152.159,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0225-3/8,3.026,147.233,253.595,152.686,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0226-3/8,2.916,164.551,253.12,155.77,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0227-3/8,2.971,149.674,253.448,152.906,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0228-3/8,2.946,150.293,253.374,151.832,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0229-3/8,2.96,148.617,253.13,150.211,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0230-3/8,2.899,149.953,253.636,152.25,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0231-3/8,3.003,149.932,253.56,151.129,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0232-3/8,2.949,152.034,253.402,152.138,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0233-3/8,2.983,149.661,253.479,151.996,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0234-3/8,3.028,148.913,253.42,152.276,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0235-3/8,2.963,150.531,253.125,154.896,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0236-3/8,2.985,150.708,253.523,151.686,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0237-3/8,2.996,152.002,253.848,151.674,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0238-3/8,2.981,150.706,253.537,151.11,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0239-3/8,3,149.58,253.201,153.307,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0240-3/8,3.035,149.911,254.009,152.02,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0241-3/8,3.004,149.028,253.804,154.291,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0242-3/8,2.97,148.732,253.428,151.401,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0243-3/8,3.045,151.383,253.759,152.232,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0244-3/8,3.038,151.145,252.84,152.651,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0245-3/8,3.038,148.696,252.965,153.751,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0246-3/8,3.09,148.871,253.476,153.79,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0247-3/8,3.021,148.734,253.302,154.539,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0248-3/8,3.038,148.734,253.302,151.346,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0249-3/8,3.06,147.927,253.551,150.799,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0250-3/8,3.067,147.194,253.23,150.916,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0251-3/8,3.014,167.763,251.957,157.548,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0252-3/8,3.049,154.475,253.684,152.444,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0253-3/8,2.941,169.17,253.266,159.969,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0255-3/8,2.442,164.979,252.87,152.661,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0256-3/8,2.459,168.31,253.347,155.48,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0257-3/8,2.484,163.21,253.261,154.505,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0258-3/8,2.521,163.485,253.42,153.09,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0259-3/8,2.489,165.846,253.265,154.226,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0260-3/8,2.513,164.593,253.834,155.77,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0261-3/8,2.581,163.601,252.991,154.178,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0262-3/8,2.592,163.834,253.108,153.156,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0263-3/8,2.552,167.675,253.246,154.328,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0264-3/8,2.626,158.523,253.407,154.918,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0265-3/8,2.573,174.652,252.934,158.408,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0266-3/8,2.556,175.197,253.356,155.153,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0267-3/8,2.566,174.164,254.107,155.105,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0269-3/8,2.56,0,253.404,151.649,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0270-3/8,2.582,163.974,253.459,154.677,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0271-3/8,2.633,161.929,253.131,152.903,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0272-3/8,2.614,164.566,253.762,155.417,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0273-3/8,2.689,161.531,253.292,152.355,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0274-3/8,2.605,176.384,252.82,157.312,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0275-3/8,2.587,169.3,252.644,155.808,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0276-3/8,2.627,162.052,253.202,154.511,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0277-3/8,2.66,163.031,253.928,153.091,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0278-3/8,2.664,162.102,253.06,152.932,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0279-3/8,2.654,172.354,253.276,155.722,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0280-3/8,2.655,160.938,252.426,153.8,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0281-3/8,2.683,163.821,252.929,152.876,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0282-3/8,2.653,174.362,253.251,159.397,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0283-3/8,2.658,175.342,253.21,159.401,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0284-3/8,2.608,167.297,253.031,155.454,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0285-3/8,2.619,172.728,252.798,156.871,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0286-3/8,2.619,167.396,252.81,157.279,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0287-3/8,2.664,163.097,253.02,152.921,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0288-3/8,2.718,158.746,253.226,151.907,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0289-3/8,2.688,162.318,253.868,155.169,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0290-3/8,2.711,160.628,252.863,153.876,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0291-3/8,2.686,165.144,253.425,154.853,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0292-3/8,2.725,161.679,253.329,154.686,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0293-3/8,2.746,163.117,253.57,152.804,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0296-3/8,2.669,174.213,253.499,159.104,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0298-3/8,2.645,173.907,253.021,156.276,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0299-3/8,2.646,174.83,252.605,157.169,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0300-3/8,2.634,173.587,253.478,158.75,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0301-3/8,2.67,174.012,252.54,156.624,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0302-3/8,2.653,175.077,252.966,156.475,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0303-3/8,2.42,177.814,253.782,159.209,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0304-3/8,2.48,177.276,253.35,160.882,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0306-3/8,2.137,180.081,253.039,157.183,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0307-3/8,2.185,0,253.368,158.195,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0308-3/8,2.182,175.141,253.155,157.704,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0310-3/8,2.164,182.831,253.465,159.068,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0311-3/8,1.849,172.584,252.943,157.121,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0312-3/8,1.966,166.438,251.572,155.825,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0313-3/8,2.054,166.024,253.143,155.406,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0314-3/8,2.103,164.741,253.318,154.883,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0315-3/8,2.126,166.254,253.291,155.822,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0316-3/8,2.127,168.281,252.624,154.017,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0317-3/8,2.134,168.494,252.645,155.29,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0318-3/8,2.178,166.693,253.329,156.196,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0319-3/8,2.186,165.726,252.877,153.975,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0320-3/8,2.205,165.189,253.025,154.739,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0321-3/8,2.194,175.738,252.763,160.29,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0322-3/8,2.113,170.567,252.746,155.854,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0323-3/8,2.204,165.112,252.562,154.416,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0324-3/8,2.216,165.076,253.652,155.785,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0325-3/8,2.242,165.467,253.148,154.169,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0326-3/8,2.221,160.558,253.099,154.777,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0327-3/8,2.291,161.729,253.048,153.29,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0328-3/8,2.203,167.678,253.186,154.793,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0329-3/8,2.274,0,253.657,155.575,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0330-3/8,2.222,161.905,253.385,154.224,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0331-3/8,2.289,162.818,253.126,155.519,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0332-3/8,2.289,162.935,253.312,153.737,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0333-3/8,2.301,164.315,253.205,153.797,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0334-3/8,2.313,163.465,252.717,156.045,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0335-3/8,2.3,162.848,251.823,153.79,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0336-3/8,2.313,162.74,253.863,155.358,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0337-3/8,2.309,165.376,253.152,157.849,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0338-3/8,2.342,163.139,253.156,155.5,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0339-3/8,2.327,163.758,253.128,154.549,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0340-3/8,2.336,161.731,252.851,153.558,,1,2.479,30,192.5,250,254.99,145,180,,,
